run_id,batch_id,event_id,user_id,session_id,event_timestamp,event_type,product_id,variant
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,25,U23593,S1762,2026-06-06 14:42:10,homepage_visit,P56,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,26,U32838,S3165,2026-06-03 02:10:17,homepage_visit,P180,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,27,U17365,S1785,2026-06-05 05:30:38,homepage_visit,P23,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,28,U26288,S914,2026-06-06 01:30:26,homepage_visit,P40,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,29,U11801,S1448,2026-06-03 19:29:14,homepage_visit,P117,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,30,U9630,S1021,2026-06-05 09:23:14,homepage_visit,P194,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,31,U32025,S1433,2026-06-07 18:53:13,homepage_visit,P187,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,32,U33909,S4014,2026-06-05 08:40:55,homepage_visit,P176,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,33,U355,S5254,2026-06-06 08:35:28,homepage_visit,P6,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,34,U22038,S287,2026-06-02 05:45:07,homepage_visit,P37,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,35,U5470,S4753,2026-06-02 19:36:08,homepage_visit,P80,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,36,U10041,S3197,2026-06-06 01:45:46,homepage_visit,P196,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,37,U6375,S2069,2026-06-04 22:47:30,homepage_visit,P99,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,38,U17684,S4237,2026-06-06 06:49:42,homepage_visit,P196,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,39,U30259,S3654,2026-06-02 12:22:26,homepage_visit,P156,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,40,U3736,S4784,2026-06-05 05:08:53,homepage_visit,P7,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,41,U35000,S2909,2026-06-02 20:21:00,homepage_visit,P11,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,42,U24057,S927,2026-06-03 02:22:07,homepage_visit,P170,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,43,U3703,S2925,2026-06-04 09:04:10,homepage_visit,P194,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,44,U19109,S3483,2026-06-04 13:15:03,homepage_visit,P194,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,45,U18696,S2719,2026-06-06 07:54:54,homepage_visit,P115,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,46,U34431,S3960,2026-06-07 13:13:41,homepage_visit,P55,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,47,U23986,S3344,2026-06-05 09:36:14,homepage_visit,P166,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,48,U28287,S5075,2026-06-02 03:27:03,homepage_visit,P30,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,49,U33909,S5155,2026-06-06 20:31:41,homepage_visit,P135,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,50,U6191,S4352,2026-06-02 04:01:15,homepage_visit,P19,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,51,U32059,S4454,2026-06-06 20:22:09,homepage_visit,P18,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,52,U878,S3129,2026-06-06 11:54:24,homepage_visit,P174,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,53,U8732,S56,2026-06-07 10:38:24,homepage_visit,P84,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,54,U14612,S901,2026-06-04 15:11:17,homepage_visit,P46,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,55,U5768,S5452,2026-06-07 00:59:06,homepage_visit,P165,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,56,U19450,S4557,2026-06-07 11:47:17,homepage_visit,P139,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,57,U24171,S2912,2026-06-05 05:19:15,homepage_visit,P143,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,58,U15002,S464,2026-06-05 05:29:57,homepage_visit,P117,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,59,U14111,S3115,2026-06-07 18:38:30,homepage_visit,P30,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,60,U11013,S747,2026-06-07 04:16:22,homepage_visit,P44,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,61,U10102,S3666,2026-06-07 20:12:38,homepage_visit,P117,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,62,U30884,S3210,2026-06-04 09:59:28,homepage_visit,P182,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,63,U2961,S4320,2026-06-06 09:29:45,homepage_visit,P173,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,64,U8953,S283,2026-06-07 16:13:36,homepage_visit,P156,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,65,U30945,S3918,2026-06-03 22:56:03,homepage_visit,P114,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,66,U15140,S919,2026-06-05 03:57:19,homepage_visit,P199,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,67,U26983,S2283,2026-06-05 15:32:26,homepage_visit,P188,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,68,U24591,S5209,2026-06-02 10:05:06,homepage_visit,P91,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,69,U4865,S903,2026-06-02 04:27:27,homepage_visit,P82,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,70,U19611,S2781,2026-06-06 13:41:15,homepage_visit,P25,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,71,U9923,S1410,2026-06-05 13:24:20,homepage_visit,P197,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,72,U2624,S3810,2026-06-07 02:55:18,homepage_visit,P183,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,73,U15447,S495,2026-06-02 19:00:16,homepage_visit,P46,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,74,U27421,S2440,2026-06-07 04:12:08,homepage_visit,P69,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,75,U23498,S195,2026-06-04 20:24:12,homepage_visit,P149,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,76,U2704,S2655,2026-06-05 12:13:57,homepage_visit,P16,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,77,U3649,S4108,2026-06-07 14:57:38,homepage_visit,P149,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,78,U17318,S3828,2026-06-06 11:30:11,homepage_visit,P168,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,79,U34408,S2750,2026-06-05 03:25:35,homepage_visit,P178,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,80,U18801,S130,2026-06-06 21:45:33,homepage_visit,P6,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,81,U1409,S2835,2026-06-05 20:05:07,homepage_visit,P179,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,82,U3688,S723,2026-06-02 18:19:07,homepage_visit,P150,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,83,U9614,S1265,2026-06-07 14:41:50,homepage_visit,P51,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,84,U30805,S4491,2026-06-02 12:24:25,homepage_visit,P29,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,85,U10771,S2728,2026-06-07 05:12:10,homepage_visit,P182,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,86,U21214,S4343,2026-06-03 06:42:40,homepage_visit,P56,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,87,U14238,S2131,2026-06-02 04:08:28,homepage_visit,P139,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,88,U22658,S2578,2026-06-06 21:00:18,homepage_visit,P142,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,89,U29228,S2833,2026-06-04 21:03:58,homepage_visit,P88,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,90,U23063,S5002,2026-06-04 22:10:30,homepage_visit,P98,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,91,U14936,S5331,2026-06-03 05:45:36,homepage_visit,P7,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,92,U13392,S3109,2026-06-04 12:02:39,homepage_visit,P139,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,93,U15672,S2972,2026-06-05 17:29:09,homepage_visit,P120,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,94,U1284,S981,2026-06-06 14:30:07,homepage_visit,P158,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,95,U29576,S1678,2026-06-07 04:58:40,homepage_visit,P159,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,96,U24687,S3951,2026-06-06 21:14:19,homepage_visit,P6,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,97,U25888,S2667,2026-06-02 22:42:38,homepage_visit,P69,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,98,U27583,S4600,2026-06-03 21:29:03,homepage_visit,P68,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,99,U27959,S4076,2026-06-03 06:29:51,homepage_visit,P186,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,100,U2137,S742,2026-06-02 12:28:44,homepage_visit,P189,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,101,U34085,S1256,2026-06-02 22:07:06,homepage_visit,P200,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,102,U30898,S2050,2026-06-04 13:39:09,homepage_visit,P52,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,103,U26601,S2666,2026-06-07 17:47:52,homepage_visit,P101,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,104,U10843,S3312,2026-06-02 05:12:52,homepage_visit,P123,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,105,U21178,S1719,2026-06-06 02:22:16,homepage_visit,P41,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,106,U29956,S4334,2026-06-05 09:47:49,homepage_visit,P143,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,107,U15766,S5339,2026-06-03 23:44:04,homepage_visit,P87,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,108,U14400,S3617,2026-06-06 20:00:42,homepage_visit,P109,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,109,U17398,S4232,2026-06-03 14:45:17,homepage_visit,P94,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,110,U34150,S1895,2026-06-06 21:57:42,homepage_visit,P10,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,111,U28353,S5436,2026-06-04 23:13:24,homepage_visit,P98,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,112,U5468,S1112,2026-06-02 12:01:37,homepage_visit,P77,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,113,U23011,S4827,2026-06-05 14:19:11,homepage_visit,P122,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,114,U6382,S4741,2026-06-07 15:03:35,homepage_visit,P137,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,115,U5234,S4542,2026-06-03 06:11:28,homepage_visit,P40,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,116,U8852,S4910,2026-06-05 12:45:55,homepage_visit,P17,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,117,U19761,S463,2026-06-02 03:18:00,homepage_visit,P15,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,118,U9734,S335,2026-06-06 19:15:00,homepage_visit,P51,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,119,U28878,S1506,2026-06-03 03:42:46,homepage_visit,P140,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,120,U23692,S1095,2026-06-03 09:16:58,homepage_visit,P9,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,121,U30784,S3150,2026-06-04 21:59:01,homepage_visit,P77,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,122,U19936,S645,2026-06-06 17:53:01,homepage_visit,P124,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,123,U14031,S4525,2026-06-05 01:18:42,homepage_visit,P115,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,124,U4748,S2339,2026-06-06 06:08:12,homepage_visit,P59,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,125,U17424,S3006,2026-06-05 15:27:51,homepage_visit,P184,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,126,U10771,S2728,2026-06-07 16:02:20,homepage_visit,P55,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,127,U24341,S4448,2026-06-07 12:15:49,homepage_visit,P172,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,128,U12830,S2817,2026-06-04 15:59:57,homepage_visit,P99,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,129,U13626,S2748,2026-06-07 18:41:54,homepage_visit,P82,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,130,U7522,S4785,2026-06-05 01:36:08,homepage_visit,P82,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,131,U11714,S4067,2026-06-04 01:34:05,homepage_visit,P29,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,132,U11233,S2726,2026-06-06 06:37:03,homepage_visit,P111,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,133,U20080,S2060,2026-06-04 11:24:06,homepage_visit,P25,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,134,U21360,S4011,2026-06-03 18:17:48,homepage_visit,P67,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,135,U18246,S4869,2026-06-07 00:42:43,homepage_visit,P89,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,136,U19122,S1074,2026-06-03 13:08:35,homepage_visit,P106,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,137,U31373,S1466,2026-06-07 19:46:23,homepage_visit,P197,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,138,U3349,S3366,2026-06-06 04:12:06,homepage_visit,P25,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,139,U14809,S4418,2026-06-03 06:04:54,homepage_visit,P156,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,140,U26446,S4711,2026-06-02 08:51:12,homepage_visit,P139,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,141,U142,S4294,2026-06-02 21:40:46,homepage_visit,P55,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,142,U31714,S3402,2026-06-01 23:31:52,homepage_visit,P89,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,143,U12485,S636,2026-06-07 04:03:51,homepage_visit,P145,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,144,U19435,S3740,2026-06-06 16:39:23,homepage_visit,P152,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,145,U515,S3138,2026-06-05 13:38:37,homepage_visit,P106,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,146,U16930,S2886,2026-06-06 16:14:08,homepage_visit,P118,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,147,U33874,S883,2026-06-04 16:23:38,homepage_visit,P72,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,148,U6819,S4034,2026-06-02 00:24:06,homepage_visit,P49,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,149,U4941,S5308,2026-06-04 22:43:36,homepage_visit,P89,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,150,U34289,S3880,2026-06-01 23:01:34,homepage_visit,P184,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,151,U23522,S2547,2026-06-05 02:21:50,homepage_visit,P70,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,152,U378,S4891,2026-06-03 22:48:29,homepage_visit,P154,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,153,U11649,S894,2026-06-02 01:28:37,homepage_visit,P155,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,154,U28892,S1624,2026-06-07 04:05:28,homepage_visit,P193,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,155,U6481,S3929,2026-06-02 14:24:19,homepage_visit,P148,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,156,U4247,S1706,2026-06-05 12:53:39,homepage_visit,P37,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,157,U24753,S4999,2026-06-06 05:00:56,homepage_visit,P148,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,158,U25974,S4504,2026-06-02 13:45:07,homepage_visit,P106,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,159,U30830,S940,2026-06-07 06:44:38,homepage_visit,P115,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,160,U14470,S231,2026-06-07 16:25:10,homepage_visit,P91,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,161,U29129,S280,2026-06-06 08:21:32,homepage_visit,P167,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,162,U11364,S590,2026-06-07 03:26:31,homepage_visit,P53,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,163,U11875,S3086,2026-06-07 11:01:47,homepage_visit,P117,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,164,U9606,S3764,2026-06-06 20:41:51,homepage_visit,P40,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,165,U27563,S2142,2026-06-02 05:06:58,homepage_visit,P200,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,166,U33226,S1282,2026-06-01 22:47:44,homepage_visit,P10,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,167,U11423,S4604,2026-06-02 08:04:30,homepage_visit,P156,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,168,U16754,S490,2026-06-01 22:01:52,homepage_visit,P119,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,169,U18951,S3056,2026-06-07 07:03:29,homepage_visit,P19,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,170,U33964,S650,2026-06-05 04:33:52,homepage_visit,P12,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,171,U11284,S1553,2026-06-04 10:27:54,homepage_visit,P164,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,172,U15203,S2371,2026-06-06 05:14:20,homepage_visit,P51,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,173,U14720,S2933,2026-06-05 01:35:57,homepage_visit,P62,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,174,U19418,S3547,2026-06-07 17:02:27,homepage_visit,P118,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,175,U6395,S2474,2026-06-03 12:28:52,homepage_visit,P50,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,176,U32199,S1011,2026-06-07 14:48:22,homepage_visit,P86,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,177,U4974,S4308,2026-06-07 02:59:51,homepage_visit,P26,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,178,U24462,S5428,2026-06-03 22:27:10,homepage_visit,P106,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,179,U8178,S2687,2026-06-07 10:44:55,homepage_visit,P28,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,180,U10699,S4538,2026-06-07 11:28:57,homepage_visit,P114,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,181,U8437,S3749,2026-06-06 17:08:48,homepage_visit,P12,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,182,U30816,S5440,2026-06-04 10:41:16,homepage_visit,P51,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,183,U25904,S4657,2026-06-03 09:55:46,homepage_visit,P172,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,184,U30325,S1745,2026-06-02 01:09:13,homepage_visit,P70,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,185,U26764,S1572,2026-06-07 12:56:23,homepage_visit,P71,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,186,U19458,S4031,2026-06-04 19:45:53,homepage_visit,P198,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,187,U30175,S1560,2026-06-05 02:07:09,homepage_visit,P128,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,188,U7496,S2905,2026-06-04 15:53:50,homepage_visit,P106,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,189,U29196,S596,2026-06-06 08:30:35,homepage_visit,P63,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,190,U7019,S1945,2026-06-06 02:01:09,homepage_visit,P136,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,191,U694,S4496,2026-06-05 02:53:55,homepage_visit,P77,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,192,U12900,S3434,2026-06-02 18:14:57,homepage_visit,P32,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,193,U637,S4379,2026-06-04 04:20:11,homepage_visit,P190,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,194,U29988,S2023,2026-06-03 03:39:03,homepage_visit,P186,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,195,U6566,S3088,2026-06-02 08:02:32,homepage_visit,P152,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,196,U31975,S4267,2026-06-02 21:34:57,homepage_visit,P107,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,197,U28187,S3861,2026-06-06 11:27:17,homepage_visit,P155,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,198,U21529,S1217,2026-06-02 23:16:11,homepage_visit,P2,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,199,U9656,S5296,2026-06-07 03:44:54,homepage_visit,P170,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,200,U4919,S1306,2026-06-04 14:51:49,homepage_visit,P116,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,201,U8136,S3895,2026-06-02 09:58:52,homepage_visit,P154,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,202,U6259,S1354,2026-06-02 17:27:59,homepage_visit,P46,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,203,U19427,S654,2026-06-07 13:36:00,homepage_visit,P69,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,204,U7521,S4356,2026-06-05 11:57:51,homepage_visit,P134,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,205,U20210,S4624,2026-06-02 09:10:32,homepage_visit,P38,B
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,206,U29847,S4819,2026-06-03 11:22:29,homepage_visit,P149,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,207,U26744,S3972,2026-06-02 09:31:40,homepage_visit,P106,A
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,208,U12818,S1520,2026-06-04 11:05:44,homepage_visit,P120,B
