run_id,batch_id,product_id,product_name,category,brand,cost_price,selling_price
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P45,So,Beauty,Sony,4781.72,7618.9
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P46,East,Beauty,Apple,3207.42,7595.79
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P47,Prevent,Beauty,Sony,2871.57,4728.62
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P48,Meeting,Fashion,Sony,4463.81,10990.29
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P49,Degree,Sports,Nokia,2191.8,4925.87
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P50,Candidate,Electronics,Samsung,876.71,2033.45
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P51,Area,Sports,Sony,3925.49,6572.59
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P52,Per,Sports,Adidas,2057.6,4538.36
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P53,Week,Home,Puma,3789.54,8018.26
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P54,Call,Books,Samsung,2535.69,5968.84
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P55,Always,Books,Nokia,4467.68,10434.9
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P56,Lose,Sports,Nike,4268.71,9725.09
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P57,Authority,Fashion,Apple,1697.36,3408.89
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P58,There,Books,Puma,1113.98,2716.51
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P59,Above,Electronics,Nike,2563.32,4892.96
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P60,Final,Beauty,Apple,1433.31,3458.47
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P61,Indicate,Electronics,Boat,3943.13,7261.62
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P62,Authority,Beauty,Sony,894.04,2150.19
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P63,Key,Books,Boat,3588.96,5767.08
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P64,Region,Fashion,Nokia,2461.16,5141.6
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P65,Street,Beauty,Noise,1199.33,1802.09
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P66,Market,Electronics,Nike,2676.32,5399.1
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P67,Fund,Electronics,Apple,4070.44,6555.74
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P68,Writer,Beauty,Nike,4967.72,10947.39
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P69,Blue,Beauty,Noise,3640.65,5881.18
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P70,Foot,Home,Sony,1020.13,2246.89
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P71,Pretty,Beauty,Apple,3048.36,5001.28
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P72,Resource,Sports,Noise,3274.59,8163.39
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P73,Service,Electronics,Boat,4944.21,10930.99
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P74,Benefit,Beauty,Sony,3918.84,8026.5
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P75,Middle,Home,Puma,1440.96,3046.83
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P76,Recent,Books,Samsung,1713.17,3664.46
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P77,Result,Home,Sony,2853.02,6432.15
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P78,Fund,Beauty,Puma,2979.96,4707.59
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P79,Apply,Home,Sony,1615.64,2810.31
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P80,Guess,Home,Nike,3143.13,7227.02
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P81,Let,Electronics,Adidas,1050.49,1659.37
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P82,Which,Sports,Apple,1104.76,1796.79
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P83,Perform,Sports,Nokia,2649.88,5070.2
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P84,Cover,Sports,Dell,3723.76,8271.97
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P85,Minute,Beauty,Nike,3358.97,7274.5
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P86,True,Beauty,Boat,4125.47,7794.14
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P87,Teacher,Sports,Sony,3987.53,7395.64
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P88,Relate,Beauty,Sony,1586.6,2502.34
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P89,Her,Home,Nokia,2982.35,7149.14
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P90,Suggest,Beauty,Sony,2921.69,6467.75
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P91,Friend,Fashion,Nokia,2424.92,4627.39
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P92,List,Home,Adidas,4074.14,7099.99
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P93,Practice,Fashion,Dell,2950.77,5224.43
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P94,Set,Sports,Nike,2170.16,4145.07
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P95,Machine,Sports,Adidas,1261.89,1959.5
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P96,Audience,Sports,Dell,3201.29,6676.27
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P97,Financial,Fashion,Noise,2568.05,5383.07
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P98,Letter,Fashion,Noise,1577.81,3365.14
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P99,Chair,Beauty,Boat,2916.78,4457.11
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P100,Role,Sports,Noise,4035.15,7089.35
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P101,North,Electronics,Nike,1302.99,2760.68
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P102,Movement,Electronics,Adidas,1470.52,3001.78
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P103,Thousand,Fashion,Adidas,2984.44,5314.76
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P104,Special,Fashion,Noise,3244.67,5183.53
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P105,Single,Beauty,Dell,3042.38,7337.42
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P106,Your,Electronics,Sony,2329.77,5172.75
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P107,Part,Electronics,Boat,1566.64,3660.65
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P108,Too,Fashion,Nokia,2402.15,4001.51
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P109,Big,Fashion,Nike,2160.96,5251.93
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P110,Artist,Books,Boat,862.83,1984.17
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P111,Their,Books,Boat,4985.12,9541.24
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P112,Manager,Electronics,Puma,2274.01,4659.89
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P113,Performance,Sports,Nokia,1212.13,2934.32
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P114,Card,Sports,Nike,2877.53,4373.67
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P115,Person,Fashion,Dell,3582.16,8486.85
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P116,Road,Beauty,Boat,1940.73,4661.13
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P117,Help,Beauty,Noise,1628.34,3717.32
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P118,Effect,Sports,Samsung,2629.17,5463.26
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P119,Fight,Fashion,Puma,4957.45,10133.79
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P120,Maintain,Fashion,Apple,3620.53,8125.66
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P121,Name,Beauty,Nokia,4148.72,9562.01
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P122,Toward,Beauty,Samsung,2250.47,5135.97
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P123,Whole,Home,Nokia,1499.94,2425.48
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P124,Quickly,Fashion,Dell,3760.35,7063.56
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P125,College,Home,Puma,3046.82,5593.86
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P126,Information,Books,Adidas,4474.61,7171.16
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P127,Middle,Sports,Apple,4340.71,9140.26
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P128,Gas,Electronics,Samsung,1605.89,3133.44
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P129,Mother,Home,Sony,3088.16,5625.8
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P130,Better,Beauty,Sony,4713.43,11039.76
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P131,Condition,Electronics,Nike,3239.38,5156.93
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P132,Shoulder,Books,Nokia,2335.34,5087.03
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P133,Increase,Books,Puma,3818.52,7230.51
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P134,Maintain,Home,Boat,1746.94,3654.35
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P135,Threat,Beauty,Samsung,3429.07,7738.35
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P136,Position,Books,Dell,1055.66,2314.22
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P137,Character,Home,Adidas,2520.56,4729.65
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P138,Significant,Fashion,Sony,2906.34,5599.95
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P139,Do,Beauty,Samsung,3683.97,7513.32
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P140,Deep,Home,Adidas,1481.15,3133.21
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P141,View,Beauty,Sony,3425.49,6658.31
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P142,Avoid,Sports,Samsung,2488.95,4531.33
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P143,Debate,Electronics,Sony,3279.42,6038.03
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P144,A,Beauty,Nokia,1045.29,1737.47
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P145,Shake,Books,Noise,2598.13,4583.49
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P146,Capital,Electronics,Apple,1912.12,4559.37
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P147,Rate,Sports,Nike,1007.8,2240.85
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P148,Option,Books,Dell,1015.91,2017.95
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P149,To,Electronics,Samsung,4236.85,7089.62
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P150,Produce,Fashion,Nike,3452.81,7278.62
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P151,Forget,Home,Dell,3382.46,7426.21
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P152,Quality,Electronics,Nike,1211.03,1970.06
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P153,Design,Sports,Boat,4875.09,11343.81
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P154,Partner,Beauty,Apple,2542.59,4135.27
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P155,Take,Home,Apple,3738.62,8707.69
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P156,Should,Sports,Dell,1123.81,2183.92
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P157,Live,Beauty,Sony,2253.57,5290.96
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P158,Between,Electronics,Nokia,3375.58,6839.61
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P159,Your,Beauty,Nokia,4166.22,8714.84
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P160,They,Electronics,Apple,3914.87,6919.48
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P161,Mind,Sports,Apple,2501.85,5474.81
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P162,Other,Home,Puma,2269.65,5576.16
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P163,Share,Beauty,Boat,1336.94,2156.08
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P164,Certain,Sports,Adidas,4375.59,7269.88
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P165,Benefit,Beauty,Adidas,2317.94,4063.67
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P166,Science,Electronics,Noise,3601.32,8475.87
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P167,Require,Fashion,Samsung,2777.7,6729.0
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P168,On,Books,Apple,2455.67,4263.52
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P169,Despite,Fashion,Nike,1872.42,3759.37
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P170,Nature,Books,Adidas,1240.55,2744.23
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P171,Read,Home,Adidas,4533.65,7036.96
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P172,Practice,Fashion,Noise,4951.58,9925.52
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P173,But,Books,Adidas,2091.15,4326.87
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P174,Serious,Books,Nokia,2120.73,3233.65
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P175,Serve,Books,Puma,4076.29,10082.38
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P176,Threat,Electronics,Apple,1455.88,3628.75
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P177,More,Fashion,Nokia,2794.93,5607.98
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P178,Generation,Electronics,Nike,1503.58,2500.92
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P179,Beat,Fashion,Nokia,4082.89,6580.06
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P180,Factor,Beauty,Apple,2864.52,6781.04
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P181,Contain,Beauty,Nike,3434.93,8581.69
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P182,Raise,Fashion,Dell,2708.94,6023.28
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P183,Same,Sports,Samsung,4844.35,9215.45
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P184,Window,Home,Puma,1581.77,3886.18
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P185,Reflect,Home,Samsung,4314.51,8108.47
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P186,Over,Books,Puma,4841.56,7849.55
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P187,Month,Books,Samsung,1791.75,4000.12
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P188,Yet,Books,Samsung,2022.48,3237.34
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P189,Argue,Fashion,Boat,4708.71,7353.02
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P190,President,Fashion,Adidas,4975.35,10065.15
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P191,Understand,Home,Samsung,2902.71,4973.99
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P192,Take,Sports,Noise,4436.87,8471.85
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P193,Recognize,Sports,Sony,2411.92,5013.68
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P194,Outside,Books,Noise,1683.47,3163.97
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P195,Hospital,Home,Boat,1732.1,3603.97
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P196,Series,Sports,Dell,3331.74,7726.11
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P197,Wrong,Electronics,Samsung,2144.02,3825.75
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P198,Purpose,Home,Adidas,4606.35,8888.97
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P199,Discover,Sports,Noise,4632.47,10122.76
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,P200,Sometimes,Sports,Dell,3928.79,9143.2
